Year,Education,Gender,Area,Major,Graduates,Employed
2007,63 University bachelor degree,Both sexes,Varsinais-Suomi,Education,46,28
2007,63 University bachelor degree,Both sexes,Satakunta,Education,33,16
2007,63 University bachelor degree,Both sexes,Kanta-Häme,Education,7,
2007,63 University bachelor degree,Both sexes,Pirkanmaa,Education,52,33
2007,63 University bachelor degree,Both sexes,Päijät-Häme,Education,18,12
2007,63 University bachelor degree,Both sexes,Kymenlaakso,Education,11,7
2007,63 University bachelor degree,Both sexes,South Karelia,Education,13,10
2007,63 University bachelor degree,Both sexes,Etelä-Savo,Education,28,16
2007,63 University bachelor degree,Both sexes,Pohjois-Savo,Education,21,14
2007,63 University bachelor degree,Both sexes,North Karelia,Education,15,7
2007,63 University bachelor degree,Both sexes,Central Finland,Education,38,8
2007,63 University bachelor degree,Both sexes,South Ostrobothnia,Education,12,6
2007,63 University bachelor degree,Both sexes,Ostrobothnia,Education,18,10
2007,63 University bachelor degree,Both sexes,Central Ostrobothnia,Education,5,
2007,63 University bachelor degree,Both sexes,North Ostrobothnia,Education,28,13
2007,63 University bachelor degree,Both sexes,Kainuu,Education,12,10
2007,63 University bachelor degree,Both sexes,Lapland,Education,16,6
2007,63 University bachelor degree,Both sexes,Åland,Education,3,
2007,63 University bachelor degree,Both sexes,Unknown,Education,,
2007,63 University bachelor degree,Males,Total,Education,29,13
2007,63 University bachelor degree,Males,Uusimaa,Education,8,
2007,63 University bachelor degree,Males,Varsinais-Suomi,Education,4,
2007,63 University bachelor degree,Males,Satakunta,Education,1,
2007,63 University bachelor degree,Males,Kanta-Häme,Education,,
2007,63 University bachelor degree,Males,Pirkanmaa,Education,4,
2007,63 University bachelor degree,Males,Päijät-Häme,Education,1,
2007,63 University bachelor degree,Males,Kymenlaakso,Education,1,
2007,63 University bachelor degree,Males,South Karelia,Education,1,
2007,63 University bachelor degree,Males,Etelä-Savo,Education,1,
2007,63 University bachelor degree,Males,Pohjois-Savo,Education,1,
2007,63 University bachelor degree,Males,North Karelia,Education,,
2007,63 University bachelor degree,Males,Central Finland,Education,4,
2007,63 University bachelor degree,Males,South Ostrobothnia,Education,,
2007,63 University bachelor degree,Males,Ostrobothnia,Education,1,
2007,63 University bachelor degree,Males,Central Ostrobothnia,Education,,
2007,63 University bachelor degree,Males,North Ostrobothnia,Education,1,
2007,63 University bachelor degree,Males,Kainuu,Education,,
2007,63 University bachelor degree,Males,Lapland,Education,1,
2007,63 University bachelor degree,Males,Åland,Education,,
2007,63 University bachelor degree,Males,Unknown,Education,,
2007,63 University bachelor degree,Females,Total,Education,513,302
2007,63 University bachelor degree,Females,Uusimaa,Education,158,106
2007,63 University bachelor degree,Females,Varsinais-Suomi,Education,42,28
2007,63 University bachelor degree,Females,Satakunta,Education,32,16
2007,63 University bachelor degree,Females,Kanta-Häme,Education,7,
2007,63 University bachelor degree,Females,Pirkanmaa,Education,48,31
2007,63 University bachelor degree,Females,Päijät-Häme,Education,17,12
2007,63 University bachelor degree,Females,Kymenlaakso,Education,10,6
2007,63 University bachelor degree,Females,South Karelia,Education,12,9
2007,63 University bachelor degree,Females,Etelä-Savo,Education,27,16
2007,63 University bachelor degree,Females,Pohjois-Savo,Education,20,13
2007,63 University bachelor degree,Females,North Karelia,Education,15,7
2007,63 University bachelor degree,Females,Central Finland,Education,34,7
2007,63 University bachelor degree,Females,South Ostrobothnia,Education,12,6
2007,63 University bachelor degree,Females,Ostrobothnia,Education,17,9
2007,63 University bachelor degree,Females,Central Ostrobothnia,Education,5,
2007,63 University bachelor degree,Females,North Ostrobothnia,Education,27,12
2007,63 University bachelor degree,Females,Kainuu,Education,12,10
2007,63 University bachelor degree,Females,Lapland,Education,15,5
2007,63 University bachelor degree,Females,Åland,Education,3,
2007,63 University bachelor degree,Females,Unknown,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,Total,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,Uusimaa,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,Varsinais-Suomi,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,Satakunta,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,Kanta-Häme,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,Pirkanmaa,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,Päijät-Häme,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,Kymenlaakso,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,South Karelia,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,Etelä-Savo,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,Pohjois-Savo,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,North Karelia,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,Central Finland,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,South Ostrobothnia,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,Ostrobothnia,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,Central Ostrobothnia,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,North Ostrobothnia,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,Kainuu,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,Lapland,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,Åland,Education,,
2007,71 Higher polytechnic degree (Master),Both sexes,Unknown,Education,,
2007,71 Higher polytechnic degree (Master),Males,Total,Education,,
2007,71 Higher polytechnic degree (Master),Males,Uusimaa,Education,,
2007,71 Higher polytechnic degree (Master),Males,Varsinais-Suomi,Education,,
2007,71 Higher polytechnic degree (Master),Males,Satakunta,Education,,
2007,71 Higher polytechnic degree (Master),Males,Kanta-Häme,Education,,
2007,71 Higher polytechnic degree (Master),Males,Pirkanmaa,Education,,
2007,71 Higher polytechnic degree (Master),Males,Päijät-Häme,Education,,
2007,71 Higher polytechnic degree (Master),Males,Kymenlaakso,Education,,
2007,71 Higher polytechnic degree (Master),Males,South Karelia,Education,,
2007,71 Higher polytechnic degree (Master),Males,Etelä-Savo,Education,,
2007,71 Higher polytechnic degree (Master),Males,Pohjois-Savo,Education,,
2007,71 Higher polytechnic degree (Master),Males,North Karelia,Education,,
2007,71 Higher polytechnic degree (Master),Males,Central Finland,Education,,
2007,71 Higher polytechnic degree (Master),Males,South Ostrobothnia,Education,,
2007,71 Higher polytechnic degree (Master),Males,Ostrobothnia,Education,,
2007,71 Higher polytechnic degree (Master),Males,Central Ostrobothnia,Education,,
2007,71 Higher polytechnic degree (Master),Males,North Ostrobothnia,Education,,
2007,71 Higher polytechnic degree (Master),Males,Kainuu,Education,,
2007,71 Higher polytechnic degree (Master),Males,Lapland,Education,,
2007,71 Higher polytechnic degree (Master),Males,Åland,Education,,
2007,71 Higher polytechnic degree (Master),Males,Unknown,Education,,
2007,71 Higher polytechnic degree (Master),Females,Total,Education,,
2007,71 Higher polytechnic degree (Master),Females,Uusimaa,Education,,
2007,71 Higher polytechnic degree (Master),Females,Varsinais-Suomi,Education,,
2007,71 Higher polytechnic degree (Master),Females,Satakunta,Education,,
2007,71 Higher polytechnic degree (Master),Females,Kanta-Häme,Education,,
2007,71 Higher polytechnic degree (Master),Females,Pirkanmaa,Education,,
2007,71 Higher polytechnic degree (Master),Females,Päijät-Häme,Education,,
2007,71 Higher polytechnic degree (Master),Females,Kymenlaakso,Education,,
2007,71 Higher polytechnic degree (Master),Females,South Karelia,Education,,
2007,71 Higher polytechnic degree (Master),Females,Etelä-Savo,Education,,
2007,71 Higher polytechnic degree (Master),Females,Pohjois-Savo,Education,,
2007,71 Higher polytechnic degree (Master),Females,North Karelia,Education,,
2007,71 Higher polytechnic degree (Master),Females,Central Finland,Education,,
2007,71 Higher polytechnic degree (Master),Females,South Ostrobothnia,Education,,
2007,71 Higher polytechnic degree (Master),Females,Ostrobothnia,Education,,
2007,71 Higher polytechnic degree (Master),Females,Central Ostrobothnia,Education,,
2007,71 Higher polytechnic degree (Master),Females,North Ostrobothnia,Education,,
2007,71 Higher polytechnic degree (Master),Females,Kainuu,Education,,
2007,71 Higher polytechnic degree (Master),Females,Lapland,Education,,
2007,71 Higher polytechnic degree (Master),Females,Åland,Education,,
2007,71 Higher polytechnic degree (Master),Females,Unknown,Education,,
2007,72 Higher university degree (Master),Both sexes,Total,Education,1612,1322
2007,72 Higher university degree (Master),Both sexes,Uusimaa,Education,475,414
2007,72 Higher university degree (Master),Both sexes,Varsinais-Suomi,Education,131,109
2007,72 Higher university degree (Master),Both sexes,Satakunta,Education,51,39
2007,72 Higher university degree (Master),Both sexes,Kanta-Häme,Education,34,29
2007,72 Higher university degree (Master),Both sexes,Pirkanmaa,Education,154,121
2007,72 Higher university degree (Master),Both sexes,Päijät-Häme,Education,39,36
2007,72 Higher university degree (Master),Both sexes,Kymenlaakso,Education,37,30
2007,72 Higher university degree (Master),Both sexes,South Karelia,Education,34,30
2007,72 Higher university degree (Master),Both sexes,Etelä-Savo,Education,29,26
2007,72 Higher university degree (Master),Both sexes,Pohjois-Savo,Education,63,55
2007,72 Higher university degree (Master),Both sexes,North Karelia,Education,47,38
2007,72 Higher university degree (Master),Both sexes,Central Finland,Education,89,66
2007,72 Higher university degree (Master),Both sexes,South Ostrobothnia,Education,50,44
2007,72 Higher university degree (Master),Both sexes,Ostrobothnia,Education,71,59
2007,72 Higher university degree (Master),Both sexes,Central Ostrobothnia,Education,18,15
2007,72 Higher university degree (Master),Both sexes,North Ostrobothnia,Education,175,124
2007,72 Higher university degree (Master),Both sexes,Kainuu,Education,33,26
2007,72 Higher university degree (Master),Both sexes,Lapland,Education,77,57
2007,72 Higher university degree (Master),Both sexes,Åland,Education,5,
2007,72 Higher university degree (Master),Both sexes,Unknown,Education,,
2007,72 Higher university degree (Master),Males,Total,Education,259,210
2007,72 Higher university degree (Master),Males,Uusimaa,Education,68,57
2007,72 Higher university degree (Master),Males,Varsinais-Suomi,Education,20,17
2007,72 Higher university degree (Master),Males,Satakunta,Education,12,9
2007,72 Higher university degree (Master),Males,Kanta-Häme,Education,8,
2007,72 Higher university degree (Master),Males,Pirkanmaa,Education,19,15
2007,72 Higher university degree (Master),Males,Päijät-Häme,Education,6,
2007,72 Higher university degree (Master),Males,Kymenlaakso,Education,11,10
2007,72 Higher university degree (Master),Males,South Karelia,Education,6,
2007,72 Higher university degree (Master),Males,Etelä-Savo,Education,2,
2007,72 Higher university degree (Master),Males,Pohjois-Savo,Education,11,10
2007,72 Higher university degree (Master),Males,North Karelia,Education,6,
2007,72 Higher university degree (Master),Males,Central Finland,Education,17,13
2007,72 Higher university degree (Master),Males,South Ostrobothnia,Education,10,9
2007,72 Higher university degree (Master),Males,Ostrobothnia,Education,14,12
2007,72 Higher university degree (Master),Males,Central Ostrobothnia,Education,4,
2007,72 Higher university degree (Master),Males,North Ostrobothnia,Education,30,17
2007,72 Higher university degree (Master),Males,Kainuu,Education,4,
2007,72 Higher university degree (Master),Males,Lapland,Education,9,
2007,72 Higher university degree (Master),Males,Åland,Education,2,
2007,72 Higher university degree (Master),Males,Unknown,Education,,
2007,72 Higher university degree (Master),Females,Total,Education,1353,1112
2007,72 Higher university degree (Master),Females,Uusimaa,Education,407,357
2007,72 Higher university degree (Master),Females,Varsinais-Suomi,Education,111,92
2007,72 Higher university degree (Master),Females,Satakunta,Education,39,30
2007,72 Higher university degree (Master),Females,Kanta-Häme,Education,26,23
2007,72 Higher university degree (Master),Females,Pirkanmaa,Education,135,106
2007,72 Higher university degree (Master),Females,Päijät-Häme,Education,33,30
2007,72 Higher university degree (Master),Females,Kymenlaakso,Education,26,20
2007,72 Higher university degree (Master),Females,South Karelia,Education,28,25
2007,72 Higher university degree (Master),Females,Etelä-Savo,Education,27,24
2007,72 Higher university degree (Master),Females,Pohjois-Savo,Education,52,45
